az	ev	tkaz	diakaz	ingyenes
19960	2006	60	608	0
19961	2006	28	608	0
19962	2006	47	608	0
19963	2006	62	608	0
19964	2006	49	608	0
19965	2006	48	608	0
19966	2006	56	608	0
19967	2006	89	608	0
19968	2006	40	608	0
19969	2006	47	585	0
19970	2006	40	585	0
20000	2006	33	399	0
20001	2006	43	399	0
20002	2006	59	399	0
20003	2006	60	399	0
20004	2006	30	399	0
20005	2006	54	399	0
20006	2006	53	399	0
20007	2006	73	399	0
20008	2006	82	399	0
20009	2006	77	399	0
20010	2006	86	399	0
20113	2006	32	491	0
20114	2006	20	491	0
20115	2006	59	491	0
20116	2006	60	491	0
20117	2006	78	491	0
20118	2006	51	491	0
20119	2006	50	491	0
20120	2006	58	491	0
20121	2006	57	491	0
20122	2006	74	491	0
20123	2006	70	491	0
20124	2006	32	487	0
20125	2006	20	487	0
20126	2006	51	487	0
20127	2006	50	487	0
20128	2006	58	487	0
20129	2006	57	487	0
20130	2006	70	487	0
20131	2006	60	689	0
20132	2006	47	689	0
20133	2006	49	689	0
20134	2006	48	689	0
20135	2006	56	689	0
20136	2006	89	689	0
20137	2006	40	689	0
20138	2006	32	453	0
20139	2006	20	453	0
20140	2006	78	453	0
20141	2006	51	453	0
20142	2006	50	453	0
20143	2006	52	453	0
20144	2006	58	453	0
20145	2006	57	453	0
20146	2006	74	453	0
20147	2006	70	453	0
20159	2006	27	618	0
20160	2006	60	618	0
20161	2006	47	618	0
20162	2006	62	618	0
20164	2006	56	618	0
20165	2006	34	618	0
20166	2006	89	618	0
20167	2006	40	618	0
20168	2006	27	610	0
20169	2006	60	610	0
20170	2006	47	610	0
20171	2006	62	610	0
20172	2006	49	610	0
20173	2006	48	610	0
20174	2006	56	610	0
20175	2006	34	610	0
20176	2006	89	610	0
20177	2006	40	610	0
20178	2006	27	660	0
20179	2006	60	660	0
20180	2006	28	660	0
20181	2006	47	660	0
20182	2006	62	660	0
20183	2006	49	660	0
20184	2006	48	660	0
20185	2006	56	660	0
20186	2006	34	660	0
20187	2006	89	660	0
20188	2006	40	660	0
20189	2006	27	658	0
20190	2006	60	658	0
20191	2006	28	658	0
20192	2006	47	658	0
20193	2006	62	658	0
20194	2006	49	658	0
20195	2006	48	658	0
20196	2006	56	658	0
20197	2006	34	658	0
20198	2006	89	658	0
20199	2006	40	658	0
20212	2006	33	394	0
20213	2006	54	394	0
20214	2006	53	394	0
20215	2006	7	394	0
20216	2006	77	394	0
20217	2006	85	394	0
20242	2006	28	655	0
20243	2006	56	655	0
20244	2006	34	655	0
20245	2006	89	655	0
20253	2006	27	697	0
20254	2006	60	697	0
20255	2006	28	697	0
20256	2006	47	697	0
20257	2006	62	697	0
20258	2006	49	697	0
20259	2006	48	697	0
20260	2006	56	697	0
20261	2006	34	697	0
20262	2006	89	697	0
20263	2006	40	697	0
20294	2006	27	650	0
20295	2006	60	650	0
20296	2006	28	650	0
20297	2006	47	650	0
20298	2006	62	650	0
20299	2006	49	650	0
20300	2006	48	650	0
20301	2006	56	650	1
20302	2006	34	650	0
20303	2006	89	650	0
20304	2006	40	650	0
20333	2006	33	315	1
20334	2006	43	315	1
20335	2006	54	315	1
20336	2006	53	315	1
20337	2006	55	315	1
20338	2006	82	315	1
20339	2006	77	315	1
20340	2006	86	315	1
20378	2006	33	367	0
20379	2006	43	367	0
20380	2006	54	367	0
20381	2006	53	367	0
20382	2006	55	367	0
20383	2006	7	367	0
20384	2006	77	367	0
20385	2006	85	367	0
20420	2006	33	306	0
20421	2006	43	306	0
20422	2006	59	306	0
20423	2006	60	306	0
20424	2006	30	306	0
20425	2006	54	306	0
20426	2006	53	306	0
20427	2006	55	306	0
20428	2006	73	306	0
20429	2006	82	306	0
20430	2006	77	306	0
20431	2006	86	306	0
20432	2006	26	306	0
20433	2006	33	406	1
20434	2006	43	406	1
20435	2006	30	406	1
20436	2006	54	406	1
20437	2006	53	406	1
20438	2006	73	406	1
20439	2006	82	406	1
20440	2006	77	406	1
20441	2006	86	406	1
20455	2006	33	332	0
20456	2006	43	332	0
20457	2006	54	332	0
20458	2006	53	332	0
20459	2006	55	332	0
20460	2006	7	332	0
20461	2006	85	332	0
20462	2006	72	332	0
20463	2006	74	332	0
20464	2006	8	332	0
20465	2006	73	332	0
20466	2006	82	332	0
20467	2006	88	332	0
20468	2006	27	649	1
20469	2006	60	649	1
20470	2006	28	649	1
20471	2006	47	649	1
20472	2006	62	649	1
20473	2006	49	649	1
20474	2006	48	649	1
20475	2006	56	649	1
20476	2006	34	649	1
20477	2006	89	649	1
20478	2006	40	649	1
20479	2006	32	449	0
20480	2006	20	449	0
20481	2006	78	449	0
20482	2006	51	449	0
20483	2006	50	449	0
20484	2006	58	449	0
20485	2006	57	449	1
20486	2006	74	449	0
20487	2006	70	449	0
20488	2006	27	669	0
20489	2006	60	669	0
20490	2006	28	669	0
20491	2006	47	669	0
20492	2006	62	669	0
20493	2006	49	669	0
20494	2006	48	669	0
20495	2006	56	669	0
20496	2006	34	669	0
20497	2006	89	669	0
20498	2006	40	669	0
20499	2006	27	722	0
20500	2006	60	722	0
20501	2006	28	722	0
20502	2006	47	722	0
20503	2006	62	722	0
20504	2006	49	722	0
20505	2006	48	722	0
20506	2006	56	722	0
20507	2006	34	722	0
20508	2006	89	722	0
20509	2006	40	722	0
20510	2006	32	444	0
20511	2006	58	444	0
20512	2006	57	444	0
20513	2006	70	444	0
20514	2006	88	444	0
20557	2006	32	493	0
20558	2006	58	493	0
20559	2006	57	493	0
20605	2006	27	653	0
20606	2006	60	653	0
20607	2006	28	653	0
20608	2006	47	653	0
20609	2006	62	653	0
20610	2006	49	653	0
20611	2006	48	653	0
20612	2006	56	653	0
20613	2006	34	653	0
20614	2006	89	653	0
20615	2006	40	653	0
20616	2006	33	292	1
20617	2006	43	292	1
20618	2006	54	292	1
20619	2006	53	292	1
20620	2006	82	292	1
20621	2006	77	292	1
20622	2006	86	292	1
20648	2006	27	616	1
20649	2006	60	616	1
20650	2006	28	616	1
20651	2006	47	616	1
20652	2006	62	616	1
20653	2006	49	616	1
20654	2006	48	616	0
20655	2006	56	616	1
20656	2006	34	616	1
20657	2006	89	616	1
20658	2006	40	616	0
20659	2006	60	605	0
20660	2006	47	605	0
20661	2006	62	605	0
20662	2006	56	605	0
20663	2006	34	605	0
20664	2006	89	605	0
20665	2006	40	605	0
20728	2006	32	522	1
20729	2006	57	522	1
20730	2006	70	522	1
20805	2006	33	417	0
20806	2006	54	417	0
20807	2006	53	417	0
20808	2006	73	417	0
20809	2006	82	417	0
20810	2006	77	417	0
20811	2006	86	417	0
20823	2006	60	651	0
20824	2006	47	651	0
20825	2006	56	651	0
20826	2006	89	651	0
20827	2006	40	651	0
20873	2006	27	683	1
20874	2006	60	683	1
20875	2006	28	683	1
20876	2006	47	683	1
20877	2006	62	683	1
20878	2006	49	683	1
20879	2006	48	683	1
20880	2006	56	683	1
20881	2006	34	683	1
20882	2006	89	683	1
20883	2006	40	683	1
20884	2006	32	477	1
20885	2006	59	477	1
20886	2006	60	477	1
20887	2006	29	477	1
20888	2006	51	477	0
20889	2006	50	477	0
20890	2006	52	477	0
20891	2006	58	477	0
20892	2006	57	477	1
20893	2006	35	477	1
20894	2006	70	477	0
20895	2006	49	477	0
20896	2006	48	477	0
20897	2006	80	477	0
20898	2006	81	477	0
20899	2006	18	477	0
20900	2006	40	477	0
20939	2006	27	688	0
20940	2006	28	688	0
20941	2006	47	688	0
20942	2006	62	688	0
20943	2006	49	688	0
20944	2006	48	688	0
20945	2006	56	688	0
20946	2006	89	688	0
20947	2006	40	688	0
20948	2006	27	583	0
20949	2006	60	583	0
20950	2006	28	583	0
20951	2006	47	583	0
20952	2006	62	583	0
20953	2006	49	583	0
20954	2006	48	583	0
20955	2006	56	583	0
20956	2006	89	583	0
20957	2006	40	583	0
20958	2006	27	615	0
20959	2006	60	615	0
20960	2006	28	615	0
20961	2006	47	615	0
20962	2006	62	615	0
20963	2006	49	615	0
20964	2006	48	615	0
20965	2006	56	615	0
20966	2006	89	615	0
20967	2006	40	615	0
20995	2006	27	630	1
20996	2006	60	630	0
20997	2006	28	630	0
20998	2006	47	630	1
20999	2006	62	630	1
21000	2006	49	630	0
21001	2006	48	630	0
21002	2006	56	630	0
21003	2006	89	630	1
21004	2006	40	630	0
21005	2006	27	687	0
21006	2006	60	687	0
21007	2006	47	687	0
21008	2006	62	687	0
21009	2006	49	687	0
21010	2006	48	687	0
21011	2006	56	687	0
21012	2006	34	687	0
21013	2006	89	687	0
21014	2006	40	687	0
21033	2006	32	576	0
21034	2006	20	576	0
21035	2006	78	576	0
21036	2006	51	576	0
21037	2006	50	576	0
21038	2006	58	576	0
21039	2006	57	576	0
21040	2006	74	576	0
21041	2006	70	576	0
21067	2006	33	420	1
21068	2006	43	420	1
21069	2006	59	420	1
21070	2006	60	420	1
21071	2006	30	420	1
21072	2006	54	420	1
21073	2006	53	420	1
21074	2006	73	420	1
21075	2006	82	420	1
21076	2006	77	420	1
21077	2006	86	420	1
21078	2006	60	712	0
21079	2006	47	712	0
21080	2006	56	712	0
21081	2006	89	712	0
21082	2006	40	712	0
21083	2006	27	699	1
21084	2006	60	699	0
21085	2006	47	699	1
21086	2006	62	699	0
21087	2006	49	699	0
21088	2006	48	699	1
21089	2006	56	699	0
21090	2006	34	699	0
21091	2006	89	699	1
21092	2006	40	699	0
21124	2006	27	629	0
21125	2006	60	629	0
21126	2006	47	629	0
21127	2006	62	629	0
21128	2006	49	629	0
21129	2006	48	629	0
21130	2006	56	629	0
21131	2006	34	629	0
21132	2006	89	629	0
21133	2006	40	629	0
21146	2006	27	626	0
21147	2006	60	626	0
21148	2006	47	626	0
21149	2006	62	626	0
21150	2006	49	626	0
21151	2006	48	626	0
21152	2006	56	626	0
21153	2006	34	626	0
21154	2006	89	626	0
21155	2006	40	626	0
21200	2006	27	639	0
21201	2006	60	639	0
21202	2006	28	639	0
21203	2006	47	639	0
21204	2006	62	639	0
21205	2006	49	639	0
21206	2006	48	639	0
21207	2006	56	639	0
21208	2006	34	639	0
21209	2006	89	639	0
21210	2006	40	639	0
21222	2006	32	438	0
21223	2006	20	438	0
21224	2006	59	438	0
21225	2006	60	438	0
21226	2006	78	438	0
21227	2006	51	438	0
21228	2006	50	438	0
21229	2006	52	438	0
21230	2006	58	438	0
21231	2006	57	438	0
21232	2006	74	438	0
21233	2006	70	438	0
21260	2006	32	434	1
21261	2006	20	434	1
21262	2006	59	434	1
21263	2006	60	434	1
21264	2006	78	434	1
21265	2006	51	434	1
21266	2006	50	434	1
21267	2006	52	434	1
21268	2006	58	434	1
21269	2006	57	434	1
21270	2006	74	434	1
21271	2006	70	434	1
21400	2006	33	418	0
21401	2006	43	418	0
21402	2006	54	418	0
21403	2006	53	418	0
21404	2006	7	418	0
21405	2006	77	418	0
21406	2006	85	418	0
21407	2006	27	641	0
21408	2006	60	641	0
21409	2006	28	641	0
21410	2006	47	641	0
21411	2006	62	641	0
21412	2006	49	641	0
21413	2006	48	641	0
21414	2006	56	641	0
21415	2006	34	641	0
21416	2006	89	641	0
21417	2006	40	641	0
21486	2006	33	335	0
21487	2006	43	335	0
21488	2006	54	335	0
21489	2006	53	335	0
21490	2006	7	335	0
21491	2006	85	335	0
21497	2006	33	374	0
21498	2006	43	374	0
21499	2006	54	374	0
21500	2006	53	374	0
21501	2006	7	374	0
21502	2006	85	374	0
21609	2006	82	388	1
21610	2006	77	388	1
21611	2006	86	388	1
21654	2006	32	492	0
21655	2006	20	492	0
21656	2006	78	492	0
21657	2006	51	492	0
21658	2006	50	492	0
21659	2006	58	492	0
21660	2006	57	492	0
21661	2006	74	492	0
21662	2006	70	492	0
21663	2006	32	534	0
21664	2006	20	534	0
21665	2006	51	534	0
21666	2006	50	534	0
21667	2006	52	534	0
21668	2006	58	534	0
21669	2006	57	534	0
21670	2006	70	534	0
21671	2006	88	534	0
21714	2006	32	433	0
21715	2006	20	433	0
21716	2006	78	433	0
21717	2006	51	433	0
21718	2006	50	433	0
21719	2006	52	433	0
21720	2006	58	433	0
21721	2006	57	433	0
21722	2006	74	433	0
21723	2006	70	433	0
21724	2006	32	468	1
21725	2006	59	468	1
21726	2006	60	468	1
21727	2006	29	468	1
21728	2006	51	468	1
21729	2006	50	468	1
21730	2006	58	468	1
21731	2006	57	468	1
21732	2006	35	468	1
21733	2006	70	468	1
21734	2006	32	501	0
21735	2006	59	501	0
21736	2006	60	501	0
21737	2006	29	501	0
21738	2006	51	501	0
21739	2006	50	501	0
21740	2006	52	501	0
21741	2006	58	501	0
21742	2006	57	501	0
21743	2006	35	501	0
21744	2006	70	501	0
21745	2006	82	501	0
21746	2006	77	501	0
21826	2006	32	436	1
21827	2006	20	436	1
21828	2006	59	436	0
21829	2006	60	436	0
21830	2006	78	436	1
21831	2006	58	436	1
21832	2006	57	436	1
21833	2006	74	436	0
21852	2006	27	622	0
21853	2006	60	622	0
21854	2006	47	622	0
21855	2006	62	622	0
21856	2006	49	622	0
21857	2006	48	622	0
21858	2006	56	622	0
21859	2006	34	622	0
21860	2006	89	622	0
21861	2006	40	622	0
21884	2006	32	496	0
21885	2006	20	496	0
21886	2006	59	496	0
21887	2006	60	496	0
21888	2006	78	496	0
21889	2006	51	496	0
21890	2006	50	496	0
21891	2006	52	496	0
21892	2006	58	496	0
21893	2006	57	496	0
21894	2006	74	496	0
21895	2006	70	496	0
21896	2006	88	496	0
21897	2006	33	358	0
21898	2006	43	358	0
21899	2006	30	358	0
21900	2006	73	358	0
21901	2006	82	358	0
21902	2006	77	358	0
21903	2006	86	358	0
21904	2006	18	358	0
21905	2006	32	569	0
21906	2006	59	569	0
21907	2006	60	569	0
21908	2006	29	569	0
21909	2006	51	569	0
21910	2006	50	569	0
21911	2006	58	569	0
21912	2006	57	569	0
21913	2006	35	569	0
21914	2006	70	569	0
21939	2006	32	525	0
21940	2006	29	525	0
21941	2006	58	525	0
21942	2006	57	525	0
21943	2006	35	525	0
21944	2006	70	525	0
21968	2006	32	483	0
21969	2006	20	483	0
21970	2006	51	483	0
21971	2006	50	483	0
21972	2006	58	483	0
21973	2006	57	483	0
21974	2006	70	483	0
22006	2006	27	614	0
22007	2006	60	614	0
22008	2006	28	614	0
22009	2006	47	614	0
22010	2006	62	614	0
22011	2006	49	614	0
22012	2006	48	614	0
22013	2006	56	614	0
22014	2006	89	614	0
22015	2006	40	614	0
22016	2006	32	482	0
22017	2006	59	482	0
22018	2006	60	482	0
22019	2006	29	482	0
22020	2006	51	482	0
22021	2006	50	482	0
22022	2006	58	482	0
22023	2006	57	482	0
22024	2006	35	482	0
22025	2006	70	482	0
22047	2006	32	558	1
22048	2006	59	558	1
22049	2006	60	558	1
22050	2006	29	558	1
22051	2006	51	558	0
22052	2006	50	558	0
22053	2006	58	558	0
22054	2006	57	558	0
22055	2006	35	558	0
22056	2006	70	558	0
22057	2006	59	466	0
22058	2006	60	466	0
22059	2006	78	466	0
22060	2006	57	466	0
22061	2006	74	466	0
22062	2006	70	466	0
22093	2006	32	465	0
22094	2006	20	465	0
22095	2006	59	465	0
22096	2006	60	465	0
22097	2006	78	465	0
22098	2006	51	465	0
22099	2006	50	465	0
22100	2006	52	465	0
22101	2006	58	465	0
22102	2006	57	465	0
22103	2006	74	465	0
22104	2006	70	465	0
22105	2006	77	465	0
22106	2006	33	368	1
22107	2006	43	368	1
22108	2006	30	368	1
22109	2006	54	368	1
22110	2006	53	368	1
22111	2006	7	368	1
22112	2006	77	368	1
22113	2006	85	368	1
22158	2006	32	559	0
22159	2006	29	559	0
22160	2006	51	559	0
22161	2006	50	559	0
22162	2006	58	559	0
22163	2006	57	559	0
22164	2006	35	559	0
22165	2006	70	559	0
22198	2006	27	637	0
22199	2006	60	637	0
22200	2006	47	637	0
22201	2006	62	637	0
22202	2006	49	637	0
22203	2006	48	637	0
22204	2006	56	637	0
22205	2006	34	637	0
22206	2006	89	637	0
22207	2006	40	637	0
22208	2006	32	448	0
22209	2006	20	448	0
22210	2006	52	448	0
22211	2006	58	448	0
22212	2006	57	448	0
22226	2006	32	513	0
22227	2006	29	513	0
22228	2006	51	513	0
22229	2006	50	513	0
22230	2006	52	513	0
22231	2006	58	513	0
22232	2006	57	513	0
22233	2006	35	513	0
22234	2006	70	513	0
22235	2006	55	513	0
22236	2006	32	430	0
22237	2006	59	430	0
22238	2006	60	430	0
22239	2006	29	430	0
22240	2006	51	430	0
22241	2006	50	430	0
22242	2006	58	430	0
22243	2006	57	430	1
22244	2006	35	430	0
22245	2006	70	430	0
22246	2006	33	409	0
22247	2006	54	409	0
22248	2006	77	409	0
22249	2006	85	409	0
22278	2006	32	506	0
22279	2006	29	506	0
22280	2006	51	506	0
22281	2006	50	506	0
22282	2006	58	506	0
22283	2006	57	506	0
22284	2006	35	506	0
22285	2006	70	506	0
22286	2006	32	510	0
22287	2006	29	510	0
22288	2006	51	510	0
22289	2006	50	510	0
22290	2006	58	510	0
22291	2006	57	510	0
22292	2006	35	510	0
22300	2006	32	462	0
22301	2006	51	462	0
22302	2006	50	462	0
22303	2006	58	462	0
22304	2006	57	462	0
22305	2006	70	462	0
22306	2006	35	462	0
22329	2006	33	353	0
22330	2006	43	353	0
22331	2006	54	353	0
22332	2006	53	353	0
22333	2006	55	353	0
22334	2006	82	353	0
22335	2006	77	353	0
22336	2006	86	353	0
22337	2006	9	353	0
22352	2006	32	550	0
22353	2006	29	550	0
22354	2006	51	550	0
22355	2006	50	550	0
22356	2006	58	550	0
22357	2006	57	550	0
22358	2006	35	550	0
22359	2006	70	550	0
22419	2006	33	346	1
22420	2006	43	346	1
22421	2006	54	346	1
22422	2006	53	346	1
22423	2006	55	346	1
22424	2006	7	346	1
22425	2006	77	346	1
22426	2006	85	346	1
22438	2006	33	309	0
22439	2006	43	309	0
22440	2006	73	309	0
22441	2006	82	309	0
22442	2006	77	309	0
22443	2006	86	309	0
22444	2006	33	398	1
22445	2006	43	398	1
22446	2006	59	398	1
22447	2006	60	398	1
22448	2006	30	398	1
22449	2006	73	398	1
22450	2006	82	398	1
22451	2006	77	398	1
22452	2006	86	398	1
22461	2006	32	503	0
22462	2006	29	503	0
22463	2006	51	503	0
22464	2006	50	503	0
22465	2006	58	503	0
22466	2006	57	503	0
22467	2006	35	503	0
22468	2006	70	503	0
22477	2006	27	588	1
22478	2006	60	588	1
22479	2006	47	588	1
22480	2006	62	588	1
22481	2006	49	588	1
22482	2006	48	588	1
22483	2006	56	588	1
22484	2006	34	588	1
22485	2006	89	588	1
22486	2006	40	588	1
22487	2006	27	716	1
22488	2006	60	716	1
22489	2006	47	716	1
22490	2006	62	716	1
22491	2006	49	716	1
22492	2006	48	716	1
22493	2006	56	716	1
22494	2006	34	716	1
22495	2006	89	716	1
22496	2006	40	716	1
22497	2006	27	584	0
22498	2006	60	584	0
22499	2006	47	584	0
22500	2006	62	584	0
22501	2006	49	584	0
22502	2006	48	584	0
22503	2006	56	584	0
22504	2006	34	584	0
22505	2006	89	584	0
22506	2006	40	584	0
22507	2006	27	700	0
22508	2006	60	700	0
22509	2006	47	700	1
22510	2006	62	700	0
22512	2006	49	700	0
22513	2006	48	700	0
22514	2006	56	700	0
22515	2006	34	700	0
22516	2006	89	700	1
22517	2006	40	700	0
22528	2006	33	323	1
22529	2006	43	323	1
22530	2006	30	323	1
22531	2006	54	323	1
22532	2006	53	323	1
22533	2006	7	323	1
22534	2006	77	323	1
22535	2006	85	323	1
22554	2006	32	552	0
22555	2006	20	552	0
22556	2006	51	552	0
22557	2006	50	552	0
22558	2006	58	552	0
22559	2006	57	552	0
22560	2006	70	552	0
22561	2006	35	552	0
22562	2006	88	552	0
22577	2006	32	512	1
22578	2006	20	512	1
22579	2006	59	512	0
22580	2006	60	512	0
22581	2006	51	512	0
22582	2006	50	512	0
22583	2006	52	512	1
22584	2006	58	512	0
22585	2006	57	512	0
22586	2006	70	512	0
22587	2006	35	512	0
22612	2006	32	475	0
22613	2006	29	475	0
22614	2006	51	475	0
22615	2006	50	475	0
22616	2006	58	475	0
22617	2006	57	475	0
22618	2006	35	475	0
22619	2006	70	475	0
22809	2006	32	533	0
22810	2006	20	533	0
22811	2006	59	533	0
22812	2006	60	533	0
22813	2006	78	533	0
22814	2006	50	533	0
22815	2006	58	533	0
22816	2006	57	533	0
22817	2006	74	533	0
22818	2006	70	533	0
22828	2006	33	324	0
22829	2006	43	324	0
22830	2006	55	324	0
22831	2006	82	324	0
22832	2006	77	324	0
22833	2006	86	324	0
22842	2006	32	478	0
22843	2006	29	478	0
22844	2006	51	478	0
22845	2006	50	478	0
22846	2006	58	478	0
22847	2006	57	478	0
22848	2006	35	478	0
22849	2006	70	478	0
22850	2006	58	574	0
22851	2006	57	574	0
22852	2006	35	574	0
22904	2006	32	563	0
22905	2006	29	563	0
22906	2006	58	563	0
22907	2006	57	563	0
22908	2006	35	563	0
22909	2006	70	563	0
22919	2006	33	411	1
22920	2006	43	411	1
22921	2006	30	411	1
22922	2006	54	411	1
22923	2006	53	411	1
22924	2006	7	411	1
22925	2006	77	411	1
22926	2006	85	411	1
22959	2006	32	516	0
22960	2006	20	516	0
22961	2006	59	516	0
22962	2006	60	516	0
22963	2006	78	516	0
22964	2006	52	516	0
22965	2006	58	516	0
22966	2006	57	516	0
22967	2006	74	516	0
22968	2006	70	516	0
22969	2006	32	530	0
22970	2006	59	530	0
22971	2006	60	530	0
22972	2006	29	530	0
22973	2006	51	530	0
22974	2006	50	530	0
22975	2006	58	530	0
22976	2006	57	530	0
22977	2006	35	530	0
22978	2006	70	530	0
22994	2006	32	524	0
22995	2006	29	524	0
22996	2006	57	524	0
22997	2006	35	524	0
23007	2006	32	437	0
23008	2006	29	437	0
23009	2006	51	437	0
23010	2006	50	437	0
23011	2006	58	437	0
23012	2006	57	437	0
23013	2006	35	437	0
23014	2006	70	437	0
23015	2006	32	452	0
23016	2006	29	452	0
23017	2006	51	452	0
23018	2006	50	452	0
23019	2006	58	452	0
23020	2006	57	452	0
23021	2006	35	452	0
23022	2006	70	452	0
23040	2006	57	502	0
23041	2006	35	502	0
23042	2006	70	502	0
23066	2006	32	573	0
23067	2006	29	573	0
23068	2006	51	573	0
23069	2006	50	573	0
23070	2006	58	573	0
23071	2006	57	573	0
23072	2006	35	573	0
23073	2006	70	573	0
23132	2006	32	544	1
23133	2006	59	544	1
23134	2006	60	544	1
23135	2006	29	544	1
23136	2006	51	544	0
23137	2006	50	544	0
23138	2006	52	544	0
23139	2006	58	544	0
23140	2006	57	544	0
23141	2006	35	544	1
23142	2006	70	544	0
23155	2006	32	568	0
23156	2006	29	568	0
23157	2006	51	568	0
23158	2006	50	568	0
23159	2006	58	568	0
23160	2006	57	568	0
23161	2006	35	568	0
23162	2006	70	568	0
23209	2006	33	415	1
23210	2006	43	415	1
23211	2006	30	415	1
23212	2006	54	415	1
23213	2006	53	415	1
23214	2006	55	415	1
23215	2006	7	415	1
23216	2006	77	415	1
23217	2006	85	415	1
23218	2006	27	667	0
23219	2006	60	667	0
23220	2006	28	667	0
23221	2006	62	667	0
23222	2006	89	667	0
23231	2006	32	529	0
23232	2006	20	529	0
23233	2006	59	529	0
23234	2006	60	529	0
23235	2006	78	529	0
23236	2006	51	529	0
23237	2006	50	529	0
23238	2006	52	529	0
23239	2006	58	529	0
23240	2006	57	529	0
23241	2006	70	529	0
23262	2006	27	587	0
23263	2006	60	587	0
23264	2006	28	587	0
23265	2006	47	587	0
23266	2006	62	587	0
23267	2006	49	587	0
23268	2006	48	587	0
23269	2006	56	587	0
23270	2006	34	587	0
23271	2006	89	587	0
23272	2006	40	587	0
23284	2006	33	339	0
23285	2006	43	339	0
23286	2006	54	339	0
23287	2006	53	339	0
23288	2006	77	339	0
23289	2006	86	339	0
23290	2006	32	577	1
23291	2006	43	577	0
23292	2006	59	577	1
23293	2006	60	577	1
23294	2006	29	577	1
23295	2006	51	577	0
23296	2006	50	577	0
23297	2006	52	577	0
23298	2006	58	577	0
23299	2006	57	577	0
23300	2006	35	577	0
23301	2006	84	577	0
23302	2006	33	365	0
23303	2006	43	365	0
23304	2006	54	365	0
23305	2006	53	365	0
23306	2006	77	365	0
23307	2006	86	365	0
23308	2006	33	396	0
23309	2006	43	396	0
23310	2006	59	396	0
23311	2006	60	396	0
23312	2006	30	396	0
23313	2006	54	396	0
23314	2006	53	396	0
23315	2006	73	396	0
23316	2006	82	396	0
23317	2006	77	396	0
23318	2006	86	396	0
23333	2006	57	575	0
23334	2006	33	352	0
23335	2006	43	352	0
23336	2006	54	352	0
23337	2006	53	352	0
23338	2006	55	352	0
23339	2006	82	352	0
23340	2006	77	352	0
23341	2006	86	352	0
23357	2006	59	443	0
23358	2006	60	443	0
23359	2006	51	443	0
23360	2006	57	443	0
23361	2006	33	401	0
23362	2006	43	401	0
23363	2006	54	401	0
23364	2006	53	401	0
23365	2006	73	401	0
23366	2006	82	401	0
23367	2006	77	401	0
23368	2006	86	401	0
23369	2006	33	402	0
23370	2006	43	402	0
23371	2006	54	402	0
23372	2006	53	402	0
23373	2006	73	402	0
23374	2006	82	402	0
23375	2006	77	402	0
23376	2006	86	402	0
23446	2006	32	547	1
23447	2006	29	547	1
23448	2006	51	547	1
23449	2006	50	547	1
23450	2006	58	547	1
23451	2006	57	547	1
23452	2006	35	547	1
23453	2006	70	547	1
23454	2006	43	547	0
23455	2006	88	547	0
23494	2006	33	312	0
23495	2006	43	312	0
23496	2006	54	312	0
23497	2006	53	312	0
23498	2006	7	312	0
23499	2006	77	312	0
23500	2006	85	312	0
23525	2006	30	345	0
23526	2006	7	345	0
23527	2006	77	345	0
23528	2006	85	345	0
23555	2006	33	377	1
23556	2006	43	377	1
23557	2006	30	377	1
23558	2006	54	377	1
23559	2006	53	377	1
23560	2006	7	377	1
23561	2006	85	377	1
23562	2006	27	674	0
23563	2006	60	674	0
23564	2006	28	674	0
23565	2006	47	674	0
23566	2006	62	674	0
23567	2006	49	674	0
23568	2006	48	674	0
23569	2006	56	674	0
23570	2006	34	674	0
23571	2006	89	674	0
23572	2006	40	674	0
23573	2006	33	376	0
23574	2006	43	376	0
23575	2006	54	376	0
23576	2006	53	376	0
23577	2006	7	376	0
23578	2006	85	376	0
23599	2006	33	333	1
23600	2006	43	333	1
23601	2006	54	333	1
23602	2006	53	333	1
23603	2006	7	333	1
23604	2006	77	333	1
23605	2006	85	333	1
23613	2006	33	410	0
23614	2006	43	410	0
23615	2006	54	410	0
23616	2006	53	410	0
23617	2006	55	410	0
23618	2006	7	410	0
23619	2006	85	410	0
23630	2006	43	416	0
23631	2006	54	416	0
23632	2006	53	416	0
23633	2006	55	416	0
23634	2006	7	416	0
23635	2006	77	416	0
23636	2006	85	416	0
23637	2006	33	297	1
23638	2006	43	297	1
23639	2006	54	297	1
23640	2006	53	297	1
23641	2006	55	297	1
23642	2006	7	297	1
23643	2006	77	297	1
23644	2006	85	297	1
23677	2006	27	603	0
23678	2006	60	603	0
23679	2006	28	603	0
23680	2006	47	603	0
23681	2006	62	603	0
23682	2006	49	603	0
23683	2006	48	603	0
23684	2006	56	603	0
23685	2006	89	603	0
23686	2006	40	603	0
23687	2006	33	423	0
23688	2006	43	423	0
23689	2006	30	423	0
23690	2006	54	423	0
23691	2006	53	423	0
23692	2006	82	423	0
23693	2006	77	423	0
23694	2006	86	423	0
23713	2006	32	565	0
23714	2006	29	565	0
23715	2006	51	565	0
23716	2006	50	565	0
23717	2006	52	565	0
23718	2006	58	565	0
23719	2006	57	565	0
23720	2006	35	565	0
23721	2006	70	565	0
23722	2006	88	565	0
23723	2006	33	371	0
23724	2006	43	371	0
23725	2006	30	371	0
23726	2006	54	371	0
23727	2006	53	371	0
23728	2006	82	371	0
23729	2006	77	371	0
